packet_num,hex_data
747,00 00 00 1e 02 17 00 de 01 1d 00 af 01 29 00 81 01 39 00 43
748,01 5c 00 01 76 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
749,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
750,00 00 00 17 01 85 00 f3 00 c4 00 ef 00 fb 00 1c 01 21 01 49
751,01 42 01 01 d3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
752,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
753,a5 0b 24 72 02 23 40 02 0b 4a 00 01 ad 00 00 00 00 00 00 00
754,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
755,00 00 00 7a 01 5f 01 cd 01 3c 01 23 02 07 01 7c 02 ca 00 dd
756,02 99 00 01 0a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
757,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
758,00 00 00 0c 03 79 00 3e 03 60 00 24 03 4b 00 0a 03 34 00 df
759,02 20 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
760,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
761,a5 13 06 30 00 00 00 00 00 00 00 24 80 02 11 62 00 13 62 01
762,3b 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
763,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
764,00 00 00 88 02 16 00 1e 02 17 00 f5 01 17 00 b0 01 27 00 6a
765,01 40 00 01 76 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
766,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
767,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
768,00 00 00 54 01 4c 00 fe 00 8d 00 e6 00 bd 00 d6 00 00 01 e6
769,00 45 01 01 0b 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
770,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
771,00 00 00 21 01 58 01 5e 01 69 01 a6 01 56 01 fb 01 2c 01 51
772,02 ed 00 01 32 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
773,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
774,00 00 00 af 02 b9 00 01 03 91 00 32 03 74 00 51 03 5d 00 4b
775,03 45 00 01 f1 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
776,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
777,a5 25 06 31 00 00 00 00 00 00 00 3a 72 00 24 7c 02 23 3b 02
778,12 56 0b 4c 00 0e 60 01 4a 01 6e 01 39 40 00 20 00 01 99 00
779,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
780,00 00 00 f3 02 2f 00 ca 02 1c 00 75 02 12 00 08 02 17 00 c7
781,01 22 00 01 3d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
782,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
783,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
784,00 00 00 98 01 2f 00 6b 01 42 00 2e 01 66 00 17 01 85 00 f3
785,00 c4 00 01 7e 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
786,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
787,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
788,00 00 00 0b 01 e6 00 29 01 17 01 62 01 30 01 86 01 56 01 cd
789,01 3c 01 01 2c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
790,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
791,00 00 00 32 02 01 01 6d 02 d5 00 cd 02 a0 00 fc 02 85 00 40
792,03 65 00 01 c9 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
793,a5 23 06 32 00 00 00 00 00 00 00 3a 6e 00 24 7a 02 23 38 02
794,11 63 00 13 63 0b 4e 00 0e 62 01 4b 01 6e 01 01 b3 00 00 00
795,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
796,00 00 00 3a 03 51 00 0c 03 38 00 ca 02 27 00 b4 02 14 00 34
797,02 16 00 01 ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
798,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
799,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
800,00 00 00 f3 01 1a 00 c8 01 20 00 98 01 2f 00 6c 01 44 00 48
801,01 5f 00 01 c5 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
802,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
803,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
804,00 00 00 13 01 9a 00 fc 00 dc 00 15 01 04 01 34 01 3e 01 6e
805,01 47 01 01 11 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
806,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
807,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
808,00 00 00 af 01 44 01 e9 01 2c 01 41 02 f2 00 9d 02 bc 00 db
809,02 93 00 01 d1 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
810,a5 23 06 33 00 00 00 00 00 00 00 3a 6c 00 24 78 02 23 39 02
811,11 64 00 13 64 0b 50 00 0e 61 01 4b 01 6e 01 01 b2 00 00 00
812,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
813,00 00 00 1e 03 73 00 29 03 5a 00 0e 03 45 00 e1 02 33 00 b4
814,02 21 00 01 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
815,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
816,00 00 00 8b 02 10 00 1e 02 15 00 f6 01 16 00 c8 01 20 00 81
817,01 39 00 01 5a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
818,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
819,00 00 00 45 01 5e 00 1d 01 8a 00 fc 00 ca 00 f1 00 10 01 19
820,01 36 01 01 78 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
821,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
822,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
823,00 00 00 46 01 5b 01 86 01 56 01 cd 01 3c 01 13 02 0e 01 8b
824,02 bf 00 01 e1 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
825,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
826,a5 23 06 34 00 00 00 00 00 00 00 3a 70 00 24 72 02 23 2d 02
827,0b 53 00 0e 6b 01 4c 01 6e 01 39 41 00 20 00 01 03 00 00 00
828,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
829,00 00 00 db 02 93 00 f9 02 79 00 2a 03 5f 00 24 03 4b 00 0a
830,03 34 00 01 ba 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
831,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
832,00 00 00 df 02 20 00 9f 02 12 00 4b 02 0e 00 0d 02 12 00 c8
833,01 20 00 01 c4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
834,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
835,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
836,00 00 00 b0 01 27 00 57 01 52 00 17 01 85 00 0f 01 ab 00 f7
837,00 ee 00 01 1e 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
838,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
839,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
840,00 00 00 17 01 1c 01 45 01 3b 01 72 01 4e 01 bd 01 3c 01 13
841,02 0e 01 01 45 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
842,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
843,a5 27 06 35 00 00 00 00 00 00 00 24 70 02 23 30 02 11 65 00
844,12 57 13 65 0b 54 00 0e 6a 01 4d 01 6e 01 39 41 00 21 00 01
845,52 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
846,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
847,00 00 00 6d 02 d5 00 aa 02 ab 00 fc 02 85 00 42 03 6a 00 3c
848,03 56 00 01 7b 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
849,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
850,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
851,00 00 00 36 03 3f 00 df 02 2b 00 b3 02 1a 00 77 02 0d 00 21
852,02 10 00 01 d1 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
853,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
854,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
855,00 00 00 e0 01 1a 00 98 01 2f 00 6c 01 44 00 34 01 6a 00 0f
856,01 98 00 01 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
857,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
858,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
859,00 00 00 01 01 cc 00 0c 01 fc 00 37 01 28 01 5e 01 48 01 93
860,01 4c 01 01 1c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
861,a5 1b 06 36 00 00 00 00 00 00 00 24 6e 02 23 2d 02 0b 56 00
862,0e 6c 01 4e 01 6e 01 01 43 00 00 00 00 00 00 00 00 00 00 00
863,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
864,00 00 00 db 01 34 01 31 02 f8 00 9b 02 b5 00 d8 02 8d 00 09
865,03 6d 00 01 6f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
866,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
867,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
868,00 00 00 3c 03 56 00 0e 03 41 00 09 03 2c 00 ca 02 1c 00 8b
869,02 10 00 01 39 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
870,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
871,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
872,00 00 00 36 02 0f 00 f6 01 16 00 c8 01 20 00 81 01 39 00 57
873,01 52 00 01 3b 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
874,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
875,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
876,00 00 00 1a 01 88 00 13 01 ae 00 0b 01 e6 00 1c 01 21 01 51
877,01 32 01 01 c2 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
878,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
879,a5 23 06 37 00 00 00 00 00 00 00 24 6d 02 23 2a 02 0b 58 00
880,0d 05 00 0e 6d 01 4f 01 6e 01 39 42 00 21 00 01 94 00 00 00
881,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
882,00 00 00 8b 01 3c 01 ca 01 33 01 21 02 fe 00 7a 02 c3 00 db
883,02 93 00 01 45 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
884,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
885,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
886,00 00 00 1e 03 73 00 3d 03 5b 00 37 03 48 00 0a 03 34 00 df
887,02 20 00 01 ea 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
888,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
889,a5 1d 3a e2 00 24 65 02 23 1b 02 0b 59 00 df 78 01 0e 78 01
890,50 01 78 01 39 40 00 20 00 01 72 00 00 00 00 00 00 00 00 00
891,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
892,00 00 00 89 02 13 00 1e 02 17 00 f5 01 17 00 c8 01 20 00 81
893,01 39 00 01 57 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
894,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
895,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
896,00 00 00 57 01 50 00 37 01 6c 00 07 01 a6 00 fc 00 dc 00 15
897,01 04 01 01 f0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
898,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
899,a5 15 06 38 00 00 00 00 00 00 00 24 70 02 11 66 00 12 58 13
900,66 01 d1 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
901,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
902,00 00 00 3b 01 2f 01 77 01 36 01 ba 01 32 01 04 02 15 01 5c
903,02 da 00 01 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
904,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
905,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
906,00 00 00 bb 02 a2 00 fc 02 85 00 1a 03 68 00 3a 03 51 00 22
907,03 3d 00 01 86 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
908,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
909,a5 1d 3a de 00 24 69 02 23 16 02 0b 5a 00 df 7c 01 0e 7c 01
910,51 01 7c 01 39 3d 00 20 00 01 6c 00 00 00 00 00 00 00 00 00
911,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
912,00 00 00 df 02 2b 00 b3 02 1a 00 60 02 12 00 08 02 17 00 de
913,01 1b 00 01 73 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
914,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
915,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
916,00 00 00 b0 01 27 00 56 01 4d 00 48 01 5f 00 0f 01 98 00 f7
917,00 d9 00 01 41 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
918,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
919,a5 0e 06 39 00 00 00 00 00 00 00 24 74 02 01 26 00 00 00 00
920,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
921,00 00 00 03 01 0a 01 37 01 28 01 56 01 59 01 96 01 56 01 e9
922,01 2c 01 01 b7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
923,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
924,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
925,00 00 00 23 02 07 01 9d 02 bc 00 ca 02 9a 00 1e 03 73 00 3d
926,03 5b 00 01 c0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
927,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
928,a5 18 3a 6e 00 24 67 02 23 15 02 0b 5c 00 df 7d 01 0e 7d 01
929,52 01 7d 01 01 6f 00 00 00 00 00 00 00 00 00 00 00 00 00 00
930,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
931,00 00 00 23 03 46 00 08 03 30 00 b4 02 21 00 89 02 13 00 1e
932,02 15 00 01 8c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
933,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
934,00 00 00 de 01 1d 00 c8 01 20 00 98 01 2f 00 57 01 50 00 37
935,01 6c 00 01 e4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
936,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
937,a5 0e 06 3a 00 00 00 00 00 00 00 24 72 02 01 27 00 00 00 00
938,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
939,00 00 00 18 01 9b 00 0b 01 d1 00 23 01 fb 00 55 01 1c 01 88
940,01 35 01 01 fb 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
941,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
942,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
943,00 00 00 c8 01 2a 01 04 02 15 01 6d 02 d5 00 aa 02 ab 00 e9
944,02 85 00 01 c2 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
945,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
946,a5 1d 3a 70 00 24 64 02 23 12 02 0b 5e 00 df 7f 01 0e 7f 01
947,53 01 7f 01 39 3e 00 1f 00 01 d4 00 00 00 00 00 00 00 00 00
948,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
949,00 00 00 2e 03 69 00 26 03 50 00 22 03 3d 00 df 02 2b 00 b3
950,02 1a 00 01 8d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
951,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
952,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
953,00 00 00 76 02 0f 00 1f 02 13 00 de 01 1b 00 b0 01 27 00 81
954,01 39 00 01 95 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
955,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
956,a5 13 06 3b 00 00 00 00 00 00 00 24 6e 02 11 67 00 13 67 01
957,38 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
958,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
959,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
960,00 00 00 52 01 51 01 86 01 56 01 cd 01 3c 01 23 02 07 01 8b
961,02 bf 00 01 d6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
962,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
963,a5 10 3a 6e 00 24 63 02 0b 60 00 39 3e 00 20 00 01 cc 00 00
964,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
965,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
966,a5 25 06 3c 00 00 00 00 00 00 00 3a be 00 23 01 02 12 59 0b
967,62 00 df 8d 01 0e 8d 01 54 01 8d 01 39 3d 00 1e 00 01 47 00
968,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
969,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
970,a5 1d 3a 10 01 24 5d 02 23 00 02 0b 63 00 df 8e 01 0e 8e 01
971,55 01 8e 01 39 38 00 1e 00 01 1f 00 00 00 00 00 00 00 00 00
972,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
973,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
974,00 00 00 70 02 dc 00 bd 02 a9 00 10 03 84 00 42 03 6a 00 3a
975,03 51 00 01 53 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
976,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
977,a5 13 06 3d 00 00 00 00 00 00 00 24 67 02 11 68 00 13 68 01
978,3b 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
979,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
980,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
981,00 00 00 c8 01 20 00 82 01 35 00 3e 01 56 00 1a 01 71 00 08
982,01 93 00 01 7f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
983,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
984,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
985,00 00 00 ed 00 d5 00 f1 00 10 01 25 01 2c 01 5e 01 48 01 a0
986,01 44 01 01 38 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
987,a5 1d 3a 70 00 24 5c 02 23 fe 01 0b 64 00 df 8f 01 0e 8f 01
988,56 01 8f 01 39 38 00 1d 00 01 c0 00 00 00 00 00 00 00 00 00
989,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
990,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
991,00 00 00 e9 01 2c 01 41 02 f2 00 9d 02 bc 00 db 02 93 00 1e
992,03 73 00 01 32 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
993,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
994,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
995,00 00 00 29 03 5a 00 22 03 42 00 f3 02 2f 00 b4 02 1d 00 5f
996,02 15 00 01 83 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
997,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
998,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
999,00 00 00 1f 02 13 00 c7 01 22 00 98 01 2f 00 56 01 4d 00 34
1000,01 6a 00 01 b4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1001,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1002,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1003,00 00 00 fe 00 a3 00 f2 00 d7 00 f5 00 15 01 2a 01 32 01 52
1004,01 51 01 01 65 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1005,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1006,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1007,00 00 00 89 01 60 01 de 01 3c 01 23 02 07 01 7c 02 ca 00 cd
1008,02 a0 00 01 f2 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1009,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1010,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1011,00 00 00 20 03 79 00 2a 03 5f 00 24 03 4b 00 f6 02 33 00 c9
1012,02 20 00 01 2d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1013,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1014,a5 0e 06 3f 00 00 00 00 00 00 00 24 64 02 01 30 00 00 00 00
1015,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1016,00 00 00 73 02 15 00 08 02 1c 00 de 01 1d 00 b0 01 27 00 6b
1017,01 42 00 01 ab 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1018,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1019,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1020,00 00 00 31 01 68 00 08 01 93 00 de 00 e0 00 ec 00 0c 01 0d
1021,01 40 01 01 a1 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1022,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1023,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1024,00 00 00 3a 01 65 01 7d 01 69 01 b8 01 60 01 16 02 15 01 7e
1025,02 d0 00 01 bc 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1026,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1027,00 00 00 cd 02 a0 00 0e 03 7f 00 2c 03 64 00 39 03 4c 00 f7
1028,02 37 00 01 93 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1029,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1030,a5 28 06 40 00 00 00 00 00 00 00 24 63 02 23 fb 01 11 69 00
1031,12 5a 13 69 0b 68 00 0d 06 00 df 91 01 0e 91 01 57 01 91 01
1032,01 2e 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1033,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1034,00 00 00 df 02 23 00 88 02 16 00 35 02 13 00 f5 01 17 00 c8
1035,01 20 00 01 f9 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1036,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1037,00 00 00 81 01 37 00 41 01 5a 00 23 01 76 00 fb 00 b4 00 01
1038,01 df 00 01 5e 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1039,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1040,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1041,00 00 00 17 01 1c 01 45 01 3b 01 76 01 56 01 b6 01 56 01 fb
1042,01 2c 01 01 21 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1043,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1044,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1045,00 00 00 51 02 ed 00 ad 02 b2 00 eb 02 8b 00 1d 03 6e 00 28
1046,03 54 00 01 b7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1047,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1048,a5 20 06 41 00 00 00 00 00 00 00 24 61 02 23 05 02 0b 6a 00
1049,0e 8a 01 58 01 91 01 39 3b 00 1f 00 01 7b 00 00 00 00 00 00
1050,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1051,00 00 00 22 03 3d 00 f4 02 27 00 c8 02 16 00 49 02 15 00 0a
1052,02 15 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1053,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1054,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1055,00 00 00 e0 01 1a 00 b0 01 27 00 83 01 3b 00 48 01 5f 00 25
1056,01 8f 00 01 ee 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1057,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1058,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
