packet_num,hex_data
1478,00 00 00 ca 02 9a 00 0c 03 79 00 3e 03 60 00 37 03 48 00 1d
1479,03 31 00 01 7b 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1480,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1481,a5 15 3a 6e 00 24 53 02 23 33 02 0b 97 00 0e 65 01 60 01 91
1482,01 01 7d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1483,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1484,00 00 00 df 02 20 00 9f 02 12 00 4b 02 0e 00 f5 01 17 00 c8
1485,01 20 00 01 d8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1486,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1487,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1488,00 00 00 98 01 2f 00 57 01 50 00 26 01 78 00 ff 00 b6 00 f7
1489,00 ee 00 01 34 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1490,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1491,a5 0e 06 5b 00 00 00 00 00 00 00 24 59 02 01 1f 00 00 00 00
1492,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1493,00 00 00 17 01 1c 01 49 01 42 01 76 01 56 01 c0 01 44 01 13
1494,02 0e 01 01 23 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1495,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1496,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1497,00 00 00 5f 02 e0 00 bd 02 a9 00 e9 02 85 00 2e 03 69 00 3a
1498,03 51 00 01 9c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1499,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1500,a5 1a 3a 70 00 24 51 02 23 2a 02 0b 99 00 0e 6c 01 60 01 91
1501,01 39 41 00 20 00 01 e3 00 00 00 00 00 00 00 00 00 00 00 00
1502,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1503,00 00 00 22 03 3d 00 f4 02 27 00 b3 02 17 00 61 02 0f 00 0a
1504,02 15 00 01 ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1505,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1506,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1507,00 00 00 c7 01 22 00 98 01 2f 00 56 01 4d 00 23 01 76 00 e6
1508,00 bd 00 01 4a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1509,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1510,a5 0e 06 5c 00 00 00 00 00 00 00 24 57 02 01 20 00 00 00 00
1511,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1512,00 00 00 ee 00 e7 00 00 01 1c 01 27 01 48 01 5a 01 61 01 a6
1513,01 56 01 01 be 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1514,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1515,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1516,00 00 00 f8 01 24 01 41 02 f2 00 ad 02 b2 00 10 03 84 00 2e
1517,03 69 00 01 f8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1518,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1519,a5 17 24 50 02 23 28 02 0b 9b 00 0e 6d 01 60 01 91 01 39 42
1520,00 21 00 01 8b 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1521,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1522,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1523,00 00 00 08 02 17 00 c7 01 22 00 9a 01 2d 00 6a 01 40 00 2e
1524,01 66 00 01 ca 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1525,a5 13 06 5d 00 00 00 00 00 00 00 24 56 02 11 6e 00 13 6e 01
1526,20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1527,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1528,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1529,a5 15 24 4f 02 23 21 02 0b 9d 00 0d 09 00 0e 71 01 60 01 91
1530,01 01 13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1531,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1532,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1533,a5 0e 06 5e 00 00 00 00 00 00 00 24 55 02 01 20 00 00 00 00
1534,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1535,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1536,00 00 00 57 01 52 00 3d 01 70 00 13 01 ae 00 02 01 f4 00 21
1537,01 27 01 01 82 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1538,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1539,00 00 00 4d 01 49 01 86 01 56 01 c0 01 44 01 13 02 0e 01 5c
1540,02 da 00 01 05 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1541,a5 12 24 4e 02 23 20 02 0b 9f 00 0e 72 01 60 01 91 01 01 28
1542,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1543,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1544,00 00 00 bb 02 a2 00 d6 02 87 00 2c 03 64 00 24 03 4b 00 1f
1545,03 35 00 01 c3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1546,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1547,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1548,00 00 00 09 03 21 00 cb 02 10 00 62 02 0d 00 0a 02 15 00 e0
1549,01 1a 00 01 46 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1550,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1551,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1552,00 00 00 98 01 2f 00 6c 01 44 00 37 01 6c 00 f6 00 b1 00 e4
1553,00 f5 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1554,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1555,00 00 00 0d 01 12 01 34 01 3e 01 66 01 58 01 99 01 5f 01 e9
1556,01 2c 01 01 77 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1557,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1558,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1559,00 00 00 4e 02 e6 00 ad 02 b2 00 eb 02 8b 00 2e 03 69 00 50
1560,03 58 00 01 89 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1561,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1562,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1563,00 00 00 4b 03 41 00 f4 02 2b 00 b3 02 1a 00 76 02 0f 00 21
1564,02 10 00 01 a4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1565,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1566,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1567,00 00 00 c7 01 22 00 98 01 2f 00 56 01 4d 00 10 01 81 00 f1
1568,00 b0 00 01 54 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1569,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1570,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1571,00 00 00 e0 00 f2 00 e7 00 31 01 23 01 42 01 62 01 50 01 a2
1572,01 4d 01 01 e6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1573,a5 1a 3a 72 00 24 4b 02 23 10 02 0b a3 00 0e 80 01 61 01 91
1574,01 39 45 00 23 00 01 db 00 00 00 00 00 00 00 00 00 00 00 00
1575,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1576,00 00 00 f8 01 24 01 4e 02 e6 00 aa 02 ab 00 fc 02 85 00 2e
1577,03 69 00 01 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1578,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1579,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1580,00 00 00 3a 03 51 00 35 03 3a 00 f4 02 27 00 c8 02 16 00 77
1581,02 0d 00 01 5a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1582,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1583,a5 0e 06 61 00 00 00 00 00 00 00 24 51 02 01 21 00 00 00 00
1584,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1585,00 00 00 21 02 10 00 c7 01 22 00 98 01 2f 00 81 01 39 00 31
1586,01 68 00 01 a3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1587,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1588,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1589,00 00 00 0b 01 95 00 0c 01 bf 00 fe 00 06 01 32 01 23 01 66
1590,01 37 01 01 75 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1591,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1592,a5 0b 3a 70 00 24 4a 02 0b a5 00 01 35 00 00 00 00 00 00 00
1593,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1594,00 00 00 a0 01 44 01 f5 01 1c 01 31 02 f8 00 8b 02 bf 00 db
1595,02 93 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1596,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1597,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1598,00 00 00 1e 03 73 00 3d 03 5b 00 4b 03 45 00 08 03 30 00 ca
1599,02 1c 00 01 f8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1600,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1601,a5 0e 06 62 00 00 00 00 00 00 00 24 50 02 01 21 00 00 00 00
1602,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1603,00 00 00 8b 02 10 00 1e 02 15 00 de 01 1b 00 98 01 2f 00 54
1604,01 4c 00 01 a8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1605,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1606,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1607,00 00 00 1d 01 73 00 1a 01 88 00 e9 00 d1 00 f9 00 02 01 21
1608,01 27 01 01 a9 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1609,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1610,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1611,00 00 00 5a 01 40 01 86 01 56 01 db 01 34 01 23 02 07 01 8d
1612,02 c6 00 01 d0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1613,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1614,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1615,00 00 00 dd 02 99 00 20 03 79 00 3e 03 60 00 37 03 48 00 1f
1616,03 35 00 01 4f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1617,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1618,a5 1d 06 63 00 00 00 00 00 00 00 24 4f 02 0b a7 00 0e 7f 01
1619,62 01 91 01 39 45 00 22 00 01 4c 00 00 00 00 00 00 00 00 00
1620,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1621,00 00 00 ca 02 24 00 9f 02 12 00 34 02 11 00 de 01 1d 00 98
1622,01 2f 00 01 2f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1623,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1624,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1625,00 00 00 6a 01 40 00 2d 01 64 00 10 01 81 00 07 01 a6 00 f3
1626,00 ea 00 01 83 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1627,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1628,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1629,00 00 00 05 01 21 01 40 01 35 01 72 01 4e 01 bd 01 3c 01 04
1630,02 15 01 01 65 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1631,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1632,00 00 00 5f 02 e0 00 ad 02 b2 00 eb 02 8b 00 2e 03 69 00 4f
1633,03 53 00 01 84 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1634,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1635,a5 20 06 64 00 00 00 00 00 00 00 24 4e 02 23 0e 02 0b a9 00
1636,0e 80 01 62 01 91 01 39 45 00 23 00 01 15 00 00 00 00 00 00
1637,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1638,00 00 00 0d 03 3c 00 f4 02 27 00 b3 02 17 00 49 02 15 00 0a
1639,02 15 00 01 27 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1640,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1641,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1642,00 00 00 af 01 29 00 81 01 37 00 41 01 57 00 31 01 68 00 0b
1643,01 95 00 01 77 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1644,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1645,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1646,00 00 00 fc 00 ca 00 07 01 f7 00 32 01 23 01 66 01 37 01 9c
1647,01 3b 01 01 49 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1648,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1649,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1650,00 00 00 02 02 0c 01 4e 02 e6 00 9b 02 b5 00 eb 02 8b 00 1e
1651,03 73 00 01 38 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1652,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1653,a5 1f 06 65 00 00 00 00 00 00 00 23 0b 02 12 61 0b ab 00 0e
1654,82 01 62 01 91 01 39 45 00 22 00 01 15 00 00 00 00 00 00 00
1655,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1656,00 00 00 29 03 5a 00 36 03 43 00 08 03 30 00 f4 02 1d 00 b7
1657,02 0e 00 01 c6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1658,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1659,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1660,00 00 00 4b 02 0e 00 f5 01 17 00 c8 01 20 00 98 01 2f 00 6c
1661,01 46 00 01 11 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1662,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1663,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1664,00 00 00 3a 01 6e 00 1c 01 9e 00 10 01 d5 00 2d 01 03 01 59
1665,01 22 01 01 e4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1666,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1667,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1668,00 00 00 7f 01 45 01 ca 01 33 01 11 02 05 01 5c 02 da 00 a8
1669,02 a5 00 01 78 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1670,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1671,a5 23 06 66 00 00 00 00 00 00 00 3a 6e 00 24 4d 02 23 15 02
1672,0b ac 00 0e 7a 01 63 01 91 01 39 44 00 22 00 01 69 00 00 00
1673,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1674,00 00 00 fa 02 7f 00 18 03 63 00 39 03 4c 00 20 03 39 00 df
1675,02 27 00 01 f8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1676,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1677,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1678,00 00 00 b3 02 17 00 61 02 0f 00 0a 02 15 00 c7 01 22 00 98
1679,01 2f 00 01 cc 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1680,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1681,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1682,00 00 00 41 01 5a 00 10 01 81 00 f1 00 b0 00 e0 00 f2 00 e1
1683,00 2e 01 01 2c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1684,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1685,00 00 00 17 01 4c 01 56 01 59 01 89 01 60 01 e9 01 2c 01 31
1686,02 f8 00 01 9a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1687,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1688,a5 14 06 67 00 00 00 00 00 00 00 23 17 02 0b ae 00 0d 0a 00
1689,01 86 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1690,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1691,00 00 00 9d 02 bc 00 db 02 93 00 1e 03 73 00 29 03 5a 00 36
1692,03 43 00 01 7c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1693,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1694,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1695,00 00 00 1e 03 2d 00 df 02 1c 00 a1 02 0f 00 34 02 11 00 de
1696,01 1d 00 01 9d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1697,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1698,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1699,00 00 00 b0 01 27 00 6b 01 42 00 43 01 5c 00 17 01 85 00 ff
1700,00 b6 00 01 65 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1701,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1702,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1703,00 00 00 f7 00 ee 00 17 01 1c 01 51 01 32 01 7f 01 45 01 ca
1704,01 33 01 01 79 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1705,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1706,a5 1b 06 68 00 00 00 00 00 00 00 3a 72 00 24 4c 02 0b b0 00
1707,0e 79 01 63 01 91 01 01 3a 00 00 00 00 00 00 00 00 00 00 00
1708,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1709,00 00 00 2e 02 f1 00 7a 02 c3 00 db 02 93 00 1e 03 73 00 2a
1710,03 5f 00 01 ed 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1711,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1712,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1713,00 00 00 4b 03 4a 00 1f 03 35 00 f4 02 20 00 b5 02 11 00 4b
1714,02 0e 00 01 b5 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1715,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1716,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1717,00 00 00 0d 02 12 00 c8 01 20 00 98 01 2f 00 57 01 50 00 26
1718,01 78 00 01 c4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1719,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1720,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1721,00 00 00 0f 01 ab 00 f7 00 ee 00 17 01 1c 01 3d 01 4c 01 76
1722,01 56 01 01 af 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1723,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1724,a5 14 06 69 00 00 00 00 00 00 00 3a 70 00 24 4b 02 0b b2 00
1725,01 b8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1726,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1727,00 00 00 b3 01 4d 01 f8 01 24 01 5c 02 da 00 aa 02 ab 00 fc
1728,02 85 00 01 ab 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1729,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1730,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1731,00 00 00 1a 03 68 00 3a 03 51 00 35 03 3a 00 f4 02 27 00 df
1732,02 13 00 01 47 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1733,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1734,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1735,00 00 00 77 02 0d 00 0a 02 15 00 c7 01 22 00 98 01 2f 00 56
1736,01 4d 00 01 e0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1737,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1738,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1739,00 00 00 21 01 74 00 fe 00 a3 00 f2 00 d7 00 e9 00 1f 01 1e
1740,01 3c 01 01 78 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1741,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1742,a5 13 06 6a 00 00 00 00 00 00 00 24 51 02 39 44 00 20 00 01
1743,7b 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1744,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1745,00 00 00 5e 01 48 01 93 01 4c 01 e7 01 23 01 3e 02 eb 00 9b
1746,02 b5 00 01 cb 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1747,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1748,00 00 00 eb 02 8b 00 0a 03 73 00 29 03 5a 00 36 03 43 00 1e
1749,03 2d 00 01 95 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1750,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1751,a5 1a 3a 6e 00 24 4b 02 23 25 02 0b b4 00 0e 6e 01 63 01 91
1752,01 39 42 00 20 00 01 cf 00 00 00 00 00 00 00 00 00 00 00 00
1753,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1754,00 00 00 f4 02 19 00 8b 02 10 00 4d 02 0b 00 f6 01 16 00 b0
1755,01 27 00 01 f2 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1756,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1757,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1758,00 00 00 81 01 37 00 2d 01 64 00 23 01 76 00 07 01 a6 00 f3
1759,00 ea 00 01 6d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1760,a5 0e 06 6b 00 00 00 00 00 00 00 24 50 02 01 18 00 00 00 00
1761,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1762,00 00 00 12 01 16 01 4d 01 2c 01 7b 01 3e 01 c8 01 2a 01 21
1763,02 fe 00 01 68 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1764,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1765,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1766,00 00 00 6b 02 ce 00 bb 02 a2 00 0e 03 7f 00 40 03 65 00 3a
1767,03 51 00 01 7d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1768,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1769,a5 15 3a 70 00 24 4a 02 23 2a 02 0b b6 00 0e 6b 01 63 01 91
1770,01 01 65 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1771,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1772,00 00 00 35 03 3a 00 09 03 24 00 df 02 13 00 79 02 0a 00 21
1773,02 10 00 01 8f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1774,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1775,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1776,00 00 00 e0 01 1a 00 b2 01 25 00 81 01 39 00 34 01 6a 00 0f
1777,01 98 00 01 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1778,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1779,a5 0e 06 6c 00 00 00 00 00 00 00 24 50 02 01 17 00 00 00 00
1780,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1781,00 00 00 01 01 cc 00 0c 01 fc 00 25 01 2c 01 66 01 37 01 a0
1782,01 44 01 01 2e 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1783,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1784,00 00 00 f5 01 1c 01 4e 02 e6 00 8b 02 bf 00 ee 02 91 00 1e
